campaign,cost,pCTR,click,pCTR_per_cost
347,1.0070931802e-05,0.7571548754804207,0,75182.2066087327
7,1e-05,0.7354694241596044,0,73546.94241596042
538,1e-05,0.7298778773877509,1,72987.78773877508
530,1.37666229378e-05,0.9958334205654562,1,72336.79785266184
623,1.38331886097e-05,0.9958334205654562,1,71988.71125541987
7,1.38869607711e-05,0.9958334205654562,1,71709.96137886946
521,1.38905107537e-05,0.9958334205654562,1,71691.6345426821
538,1e-05,0.7151542486237727,1,71515.42486237727
7,1e-05,0.7134236293727224,0,71342.36293727224
559,1.05235564963e-05,0.7486835223448758,1,71143.58369322262
399,1e-05,0.7108885005629301,0,71088.850056293
559,1e-05,0.7086439914504896,1,70864.39914504896
559,1e-05,0.7067440694226778,1,70674.40694226777
351,1.41517040046e-05,0.9958334205654562,1,70368.4461066852
441,1.41770121744e-05,0.9958334205654562,1,70242.82749532179
399,1e-05,0.6993658055548221,0,69936.5805554822
7,1e-05,0.6893332396431503,0,68933.32396431503
446,1.45499450883e-05,0.9958334205654562,1,68442.41779071953
7,1e-05,0.6805887089369836,0,68058.87089369836
559,1e-05,0.6805492590334413,1,68054.92590334413
285,1.47058825721e-05,0.9958334205654562,1,67716.67158928301
246,1.47058825721e-05,0.9958334205654562,1,67716.67158928301
542,1.00086885542e-05,0.6743277074096331,0,67374.23227408364
7,1e-05,0.6734330872458504,1,67343.30872458503
530,1.48255936801e-05,0.9958334205654562,1,67169.88486620518
538,1e-05,0.669651830312283,1,66965.1830312283
384,1e-05,0.6665125485336284,1,66651.25485336283
399,1e-05,0.6616425122184522,1,66164.25122184522
399,1e-05,0.6604805757090931,0,66048.05757090931
559,1e-05,0.6587809503164527,1,65878.09503164527
377,1.52404256261e-05,0.9958334205654562,1,65341.57542556037
107,1.52795608429e-05,0.9958334205654562,1,65174.21742707959
7,1e-05,0.6512233055213672,0,65122.330552136715
538,1e-05,0.6467496662778707,1,64674.966627787064
559,1e-05,0.645604799616817,0,64560.479961681696
374,1e-05,0.6448069800259918,0,64480.69800259917
559,1.04486288984e-05,0.672941660169795,0,64404.78140369619
636,1.09654378624e-05,0.7052410337438596,1,64314.89946809145
518,1.54928957708e-05,0.9958334205654562,1,64276.777905027804
559,1e-05,0.6425031142306878,0,64250.31142306878
405,1.55573721756e-05,0.9958334205654562,1,64010.38744366543
213,1e-05,0.6376885252157792,0,63768.852521577915
559,1e-05,0.6352453073777982,1,63524.53073777981
399,1e-05,0.6346024555837146,0,63460.24555837146
636,1e-05,0.6331994014953832,1,63319.94014953832
7,1e-05,0.6326079156894566,1,63260.79156894566
285,1.57767537509e-05,0.9958334205654562,1,63120.29941575579
446,1.58252282178e-05,0.9958334205654562,1,62926.95478763184
530,1e-05,0.6285252402753818,1,62852.52402753817
7,1e-05,0.6280159764170186,1,62801.597641701854
399,1e-05,0.6265253133450535,1,62652.531334505344
446,1e-05,0.6244558283981902,1,62445.58283981902
10,1e-05,0.6243646799926716,0,62436.46799926716
636,1e-05,0.6235663690162284,0,62356.636901622835
614,1e-05,0.6223167697699887,1,62231.67697699887
304,1e-05,0.6221090417594937,0,62210.90417594936
374,1e-05,0.6220239657171664,0,62202.39657171664
399,1e-05,0.6206296567342366,1,62062.965673423656
559,1e-05,0.6194077105019744,0,61940.771050197436
475,1e-05,0.6188462851050767,0,61884.62851050766
304,1e-05,0.6177485050349598,0,61774.850503495974
14,1e-05,0.6176082570946263,1,61760.825709462624
385,1.61493098474e-05,0.9958334205654562,1,61664.14725925783
538,1e-05,0.6158635004904547,0,61586.35004904546
370,1e-05,0.6142935350963411,0,61429.35350963411
370,1e-05,0.6142935350963411,1,61429.35350963411
374,1e-05,0.6116652382243721,0,61166.52382243721
538,1e-05,0.6109277873014414,0,61092.778730144135
446,1e-05,0.6107314800399382,1,61073.14800399381
636,1e-05,0.609491896318773,0,60949.18963187729
10,1e-05,0.6093047150099055,1,60930.47150099054
501,1.6371293479e-05,0.9958334205654562,1,60828.02326174439
501,1e-05,0.6073352972089398,1,60733.529720893974
56,1e-05,0.6069380934096743,0,60693.809340967426
636,1e-05,0.6051622859652492,0,60516.22859652492
541,1e-05,0.6024997336404908,0,60249.973364049074
541,1e-05,0.6024425104150789,1,60244.25104150789
399,1e-05,0.601741523260699,0,60174.15232606989
385,1e-05,0.6016548207120523,1,60165.48207120523
430,1e-05,0.6014661587657704,0,60146.61587657703
430,1e-05,0.6014661587657704,0,60146.61587657703
559,1e-05,0.6013885944379117,0,60138.85944379117
10,1e-05,0.5998630583641046,0,59986.30583641045
518,1.66036588598e-05,0.9958334205654562,1,59976.7454254629
514,1e-05,0.5994594388920935,0,59945.943889209346
559,1e-05,0.5991603925209523,1,59916.03925209523
559,1e-05,0.5991603925209523,0,59916.03925209523
501,1.66686120279e-05,0.9958334205654562,1,59743.03192723099
636,1e-05,0.5973561806469105,1,59735.61806469105
559,1e-05,0.5970548637523341,0,59705.486375233406
559,1e-05,0.5964393687051818,1,59643.93687051817
7,1e-05,0.5962612589547568,1,59626.12589547568
636,1e-05,0.5951062310810022,1,59510.62310810022
559,1e-05,0.5950900171745708,0,59509.001717457075
559,1e-05,0.5950900171745708,1,59509.001717457075
10,1e-05,0.5933896114439952,0,59338.96114439951
559,1e-05,0.5917694558987615,1,59176.945589876144
559,1e-05,0.5917694558987615,1,59176.945589876144
559,1e-05,0.5917694558987615,0,59176.945589876144
559,1e-05,0.5917694558987615,1,59176.945589876144
559,1e-05,0.5917694558987615,0,59176.945589876144
559,1e-05,0.5917694558987615,0,59176.945589876144
559,1e-05,0.5917694558987615,0,59176.945589876144
559,1.10900142811e-05,0.6554199938986518,1,59100.013515369596
55,1e-05,0.5900627445251078,0,59006.27445251077
559,1e-05,0.5897969906683385,1,58979.69906683384
559,1e-05,0.5897969906683385,0,58979.69906683384
567,1.68881780603e-05,0.9958334205654562,1,58966.30275982336
559,1e-05,0.5896516928978532,0,58965.16928978532
7,1e-05,0.5871952116047644,0,58719.52116047643
57,1e-05,0.5834535606162107,0,58345.35606162106
279,1.10961296375e-05,0.6443095773188879,1,58066.154449151996
636,1.07798034554e-05,0.6252260256563815,0,57999.76114992921
559,1e-05,0.5795760283159974,1,57957.60283159974
384,1e-05,0.5789381583479768,1,57893.81583479767
636,1e-05,0.5783158882307923,1,57831.588823079226
126,1.72442340237e-05,0.9958334205654562,1,57748.77673295377
193,1e-05,0.5774779828495112,1,57747.79828495112
518,1e-05,0.5751028078956537,0,57510.28078956537
518,1e-05,0.5751028078956537,0,57510.28078956537
559,1e-05,0.5750022633164947,0,57500.22633164947
559,1e-05,0.5750022633164947,1,57500.22633164947
559,1e-05,0.5750022633164947,1,57500.22633164947
559,1e-05,0.5750022633164947,1,57500.22633164947
559,1.14299124897e-05,0.6561364796444247,0,57405.2058784963
399,1.02941176909e-05,0.5900072910705533,0,57314.99374561452
530,1e-05,0.5714524620082179,0,57145.246200821784
430,1.06218835468e-05,0.6067403740836111,1,57121.730944452
266,1e-05,0.5707401740156215,0,57074.017401562145
399,1e-05,0.5706655597501978,0,57066.55597501978
7,1e-05,0.5695429146088108,0,56954.291460881075
559,1.14183256796e-05,0.6501218403841611,1,56936.7049624158
559,1.1003426876e-05,0.6264789125959863,1,56934.89125305351
518,1.10642082288e-05,0.629659448266745,0,56909.58044586951
279,1e-05,0.5683766768456556,1,56837.66768456556
559,1e-05,0.5678487419199254,1,56784.87419199254
497,1e-05,0.5676841863604846,1,56768.41863604845
518,1e-05,0.5670262291257215,1,56702.62291257215
399,1.02941176909e-05,0.5833737889775326,0,56670.59640217976
469,1e-05,0.5665811833230715,0,56658.118332307145
169,1e-05,0.5654791454476996,1,56547.914544769956
559,1.10078600192e-05,0.6221872862811448,1,56522.09286781633
279,1e-05,0.5647753961459338,0,56477.53961459337
559,1e-05,0.5634572520938054,0,56345.72520938053
636,1e-05,0.5622433252285217,0,56224.332522852164
399,1e-05,0.5622202460806957,0,56222.02460806956
282,1e-05,0.561724926036933,0,56172.492603693296
530,1e-05,0.5608814345896248,0,56088.14345896248
517,1e-05,0.5605333368249237,0,56053.33368249236
502,1e-05,0.5603685224028716,1,56036.85224028715
559,1e-05,0.5603080504281752,0,56030.80504281752
174,1e-05,0.5599963763215845,1,55999.63763215845
351,1e-05,0.5592363775401986,0,55923.63775401986
446,1e-05,0.5590990527976041,0,55909.9052797604
211,1e-05,0.5589184503446336,1,55891.84503446335
282,1e-05,0.5586940768378246,1,55869.407683782454
636,1e-05,0.5584573005002894,0,55845.730050028935
384,1e-05,0.5577887898848167,1,55778.878988481665
518,1e-05,0.5576419090457673,1,55764.190904576724
559,1e-05,0.5576055531614313,1,55760.55531614313
597,1.78945872049e-05,0.9958334205654562,1,55649.980028193735
559,1e-05,0.5563194266266681,1,55631.94266266681
24,1e-05,0.556145044896964,0,55614.504489696395
489,1e-05,0.5560583092182311,1,55605.8309218231
10,1e-05,0.5559116838147311,0,55591.16838147311
636,1.13969313598e-05,0.6331994014953832,0,55558.76239887216
530,1.79303043029e-05,0.9958334205654562,1,55539.125479559916
347,1.79519135578e-05,0.9958334205654562,1,55472.27137425539
636,1e-05,0.5545294834408826,1,55452.948344088254
11,1e-05,0.5544642361125754,0,55446.42361125754
11,1e-05,0.5544642361125754,0,55446.42361125754
636,1e-05,0.5534228945025739,0,55342.28945025738
56,1e-05,0.5533758511035087,0,55337.58511035087
211,1e-05,0.5530475163419688,1,55304.75163419687
232,1e-05,0.5529592183137473,1,55295.921831374726
518,1e-05,0.5529378286804716,0,55293.78286804716
564,1e-05,0.5524736855251221,0,55247.368552512205
559,1e-05,0.5521569131041081,1,55215.6913104108
445,1e-05,0.5517578688992174,1,55175.786889921736
571,1.80576621171e-05,0.9958334205654562,1,55147.41687532383
541,1.80576621171e-05,0.9958334205654562,1,55147.41687532383
446,1e-05,0.5513054316920902,0,55130.54316920902
446,1e-05,0.5510590206052499,0,55105.90206052499
636,1.11829598308e-05,0.615914653368187,1,55076.17506340681
370,1e-05,0.5503886042391133,1,55038.86042391133
55,1e-05,0.5495441458934216,0,54954.41458934215
55,1e-05,0.5495441458934216,0,54954.41458934215
211,1e-05,0.5494500126730593,1,54945.001267305925
434,1.81411151938e-05,0.9958334205654562,1,54893.72675974172
446,1.81424639298e-05,0.9958334205654562,1,54889.64588375148
211,1e-05,0.548349321432525,1,54834.932143252496
430,1.07761187589e-05,0.5903969116278996,1,54787.52831489451
282,1e-05,0.5477927888541669,0,54779.27888541669
24,1e-05,0.5476421151043814,0,54764.21151043814
518,1.07408181217e-05,0.5877524966178034,1,54721.38993121476
559,1e-05,0.5463315908703331,1,54633.15908703331
559,1e-05,0.5463315908703331,1,54633.15908703331
559,1e-05,0.5463315908703331,1,54633.15908703331
518,1e-05,0.546146454477773,1,54614.64544777729
211,1e-05,0.5457324950400395,0,54573.24950400395
7,1.14097968024e-05,0.6225670870599003,1,54564.2571766875
10,1e-05,0.5441323194297535,0,54413.23194297534
564,1e-05,0.5437274041425418,0,54372.74041425418
232,1e-05,0.5430781674954759,0,54307.81674954759
399,1e-05,0.5426165560461724,0,54261.65560461724
303,1e-05,0.542367553990698,1,54236.7553990698
10,1e-05,0.5415070020944555,0,54150.70020944554
496,1e-05,0.5411329495007007,1,54113.29495007006
7,1e-05,0.54103459448548,1,54103.45944854799
636,1.17647078107e-05,0.6358193491157047,1,54044.635816405666
399,1e-05,0.5386919738359847,0,53869.19738359846
211,1e-05,0.5374839154453386,0,53748.39154453385
15,1e-05,0.5371160931150628,0,53711.609311506276
559,1e-05,0.5366812741033674,0,53668.12741033674
106,1e-05,0.53600520441944,1,53600.520441944
518,1e-05,0.5354327834919242,0,53543.27834919242
211,1.15503162833e-05,0.6177182924311257,1,53480.63873577664
559,1.28136013891e-05,0.6844930355416045,1,53419.25464638492
261,1e-05,0.5338838330963003,0,53388.38330963002
7,1.02575457871e-05,0.5472636499649205,0,53352.29901222231
636,1e-05,0.5331373934381651,0,53313.73934381651
350,1e-05,0.5317002440616376,0,53170.02440616376
304,1e-05,0.5316307565935068,0,53163.075659350674
121,1.21864546294e-05,0.6473014903728921,0,53116.47317106222
559,1e-05,0.5311238389991866,1,53112.383899918656
211,1e-05,0.5311174608579804,1,53111.74608579803
211,1e-05,0.5311174608579804,0,53111.74608579803
232,1e-05,0.5311040431753551,0,53110.404317535504
7,1e-05,0.5310219322820621,1,53102.193228206204
56,1e-05,0.5309552060208514,0,53095.52060208514
29,1e-05,0.5301130834527982,1,53011.30834527982
538,1e-05,0.5292083474700396,0,52920.83474700396
538,1e-05,0.5292083474700396,0,52920.83474700396
635,1.88235303059e-05,0.9958334205654562,1,52903.64795456699
56,1e-05,0.5289173351532918,0,52891.73351532917
56,1e-05,0.5287476386488973,0,52874.76386488973
446,1e-05,0.5286354654786537,1,52863.546547865364
299,1.06192645439e-05,0.5606502112427473,0,52795.578161276746
51,1e-05,0.527531255601733,0,52753.12556017329
248,1e-05,0.5267527604349705,1,52675.27604349705
16,1e-05,0.5266888030056602,0,52668.880300566016
475,1e-05,0.5263697067558378,0,52636.970675583776
538,1e-05,0.5253730154252207,1,52537.30154252207
614,1e-05,0.5249600762592188,0,52496.00762592188
446,1e-05,0.5247818049806994,1,52478.18049806993
497,1e-05,0.5243596955978697,1,52435.969559786965
399,1e-05,0.5242821364115979,0,52428.21364115979
7,1e-05,0.5236671665243635,0,52366.71665243635
538,1e-05,0.5236273364098346,0,52362.73364098345
290,1e-05,0.523214347653246,1,52321.4347653246
559,1e-05,0.5232045018138621,0,52320.45018138621
16,1e-05,0.5229672118222441,0,52296.72118222441
236,1e-05,0.5228579942106838,0,52285.799421068376
559,1.19600148318e-05,0.6238271076640373,1,52159.39247879263
304,1e-05,0.5214062314696998,0,52140.62314696997
311,1e-05,0.521322450811452,0,52132.2450811452
559,1e-05,0.5210601485472478,0,52106.01485472477
16,1e-05,0.5210034094330179,0,52100.34094330179
10,1.17647078107e-05,0.6125713269347398,1,52068.554254922194
446,1e-05,0.5204369609894491,1,52043.69609894491
555,1.91427898757e-05,0.9958334205654562,1,52021.33163617778
347,1e-05,0.520008926385197,0,52000.8926385197
518,1e-05,0.5197641560940534,0,51976.41560940533
211,1e-05,0.5194732327565371,0,51947.32327565371
489,1e-05,0.5193752274946136,0,51937.52274946136
466,1.91783533065e-05,0.9958334205654562,1,51924.86574058183
437,1e-05,0.5191502125818388,0,51915.02125818388
446,1e-05,0.5189027572193047,1,51890.27572193046
374,1e-05,0.5186193773625106,1,51861.93773625106
518,1e-05,0.5179152394950921,1,51791.5239495092
446,1.38844381811e-05,0.7187128740332864,0,51763.91472660553
559,1e-05,0.5176196276682637,0,51761.96276682637
191,1e-05,0.5175039266745721,0,51750.39266745721
7,1e-05,0.5174289225812728,0,51742.89225812728
559,1e-05,0.5172277933408469,0,51722.779334084684
315,1e-05,0.517059769644237,0,51705.9769644237
195,1e-05,0.5169658551815918,0,51696.585518159176
518,1e-05,0.5168644755474089,0,51686.44755474089
399,1e-05,0.5167261063178523,1,51672.610631785225
211,1e-05,0.5160289069736139,1,51602.890697361385
537,1.92990592297e-05,0.9958334205654562,1,51600.1017828337
446,1.92990592297e-05,0.9958334205654562,1,51600.1017828337
446,1.92990592297e-05,0.9958334205654562,1,51600.1017828337
446,1.92990592297e-05,0.9958334205654562,1,51600.1017828337
446,1.93011547857e-05,0.9958334205654562,1,51594.49948058328
559,1e-05,0.5156809851255024,0,51568.09851255024
446,1e-05,0.515379822795855,1,51537.9822795855
399,1e-05,0.514292328553909,0,51429.2328553909
220,1e-05,0.5140679404926134,0,51406.794049261334
538,1e-05,0.5138969262401505,0,51389.69262401504
299,1e-05,0.5137774888058834,0,51377.74888058833
16,1e-05,0.5135248663530219,0,51352.48663530218
518,1e-05,0.5134262574890758,0,51342.62574890757
475,1e-05,0.5127257173202723,0,51272.57173202722
480,1.94316995449e-05,0.9958334205654562,1,51247.880725225616
430,1.94467143978e-05,0.9958334205654562,1,51208.3121186844
430,1.94467143978e-05,0.9958334205654562,1,51208.3121186844
501,1.94467143978e-05,0.9958334205654562,1,51208.3121186844
446,1.94524299295e-05,0.9958334205654562,1,51193.26604308981
446,1.00355102297e-05,0.513418492095174,1,51160.178241432775
385,1e-05,0.5113730700317373,0,51137.30700317372
304,1e-05,0.5105654305226309,0,51056.543052263085
64,1e-05,0.5102953487927357,0,51029.53487927357
128,1e-05,0.5102902271809877,0,51029.022718098764
211,1e-05,0.5102454197985258,0,51024.541979852576
636,1.0566848385e-05,0.5388949558805312,0,50998.645598578936
518,1e-05,0.5092424305378184,1,50924.243053781836
518,1e-05,0.5091967263292764,0,50919.672632927635
559,1.00412121579e-05,0.5110272915657924,0,50892.98817013221
559,1e-05,0.5088440052841016,0,50884.40052841015
347,1e-05,0.5083564028320812,0,50835.640283208115
371,1e-05,0.5082421899278139,0,50824.21899278138
280,1e-05,0.5081195433145445,1,50811.95433145444
446,1e-05,0.5079857440905066,0,50798.57440905065
446,1e-05,0.5079857440905066,0,50798.57440905065
430,1e-05,0.5076823487999018,0,50768.23487999018
291,1.11124094795e-05,0.5639441722375486,0,50749.04531532104
276,1e-05,0.5074892606173852,1,50748.926061738515
446,1.96245804005e-05,0.9958334205654562,1,50744.189187356285
415,1e-05,0.5072033657000391,0,50720.33657000391
7,1e-05,0.5066190198268522,0,50661.901982685216
542,1e-05,0.506175955632765,0,50617.59556327649
541,1e-05,0.506175955632765,1,50617.59556327649
541,1e-05,0.5058174494462581,0,50581.7449446258
446,1.97162118076e-05,0.9958334205654562,1,50508.35476324071
518,1e-05,0.5048906140952013,1,50489.06140952012
304,1e-05,0.5043327297890142,0,50433.27297890142
368,1e-05,0.5042371844794875,1,50423.71844794875
274,1.1100955493e-05,0.5597215669657638,0,50421.026128670725
303,1.05422540182e-05,0.5310411924279097,1,50372.64246442247
434,1e-05,0.5031334928291805,1,50313.34928291805
384,1e-05,0.5031235128611607,0,50312.35128611607
538,1e-05,0.502953975810257,1,50295.397581025696
385,1.00176978206e-05,0.5023362126538158,0,50144.87576385378
466,1e-05,0.5002517308200399,0,50025.17308200399
636,1e-05,0.4993634571019185,1,49936.34571019185
446,1e-05,0.49901888765596536,1,49901.88876559653
301,1e-05,0.4989859711388758,1,49898.597113887576
15,1e-05,0.498821696170763,1,49882.169617076295
538,1e-05,0.4987055201445635,0,49870.55201445634
446,1e-05,0.4986431264441473,0,49864.31264441473
68,1.02941176909e-05,0.5129220761521629,0,49826.71575686239
275,1e-05,0.4982204340990363,1,49822.04340990363
399,1e-05,0.4980808488403773,1,49808.08488403772
315,1e-05,0.4975208863535029,0,49752.08863535029
315,1e-05,0.4975208863535029,0,49752.08863535029
538,1e-05,0.4973819105652968,1,49738.19105652968
538,1e-05,0.4973819105652968,0,49738.19105652968
315,1e-05,0.4973767816691815,0,49737.678166918144
301,1e-05,0.4965829100250724,0,49658.291002507234
473,1e-05,0.4964541626973405,0,49645.41626973404
211,1e-05,0.4964341613428505,1,49643.41613428505
517,1e-05,0.49630982048673533,0,49630.982048673526
518,1.11124072881e-05,0.5514839557375386,1,49627.76664315652
530,1e-05,0.4957247837587182,0,49572.47837587182
446,1e-05,0.49571278310237865,0,49571.27831023786
279,1e-05,0.49564264735425784,0,49564.26473542578
446,1e-05,0.4953848062126842,0,49538.48062126842
196,1e-05,0.49483038735170376,0,49483.03873517037
178,1.06120241466e-05,0.5247866770727482,0,49452.08094356676
10,1e-05,0.49449247492433135,1,49449.24749243313
303,1e-05,0.49436869898976354,0,49436.86989897635
45,1e-05,0.49434375586405455,1,49434.37558640545
434,1e-05,0.4941013407364959,0,49410.13407364959
478,1e-05,0.4940702359038611,0,49407.02359038611
276,1e-05,0.49404579843375324,0,49404.57984337532
541,1e-05,0.4939347613741027,1,49393.47613741027
80,1e-05,0.49330342852231235,0,49330.34285223123
211,1e-05,0.4932575051890874,1,49325.75051890874
299,1e-05,0.4929913005281772,0,49299.130052817716
226,1e-05,0.4924267578093314,0,49242.67578093313
446,1.09077675757e-05,0.5369534223053269,0,49226.70185066427
446,1e-05,0.4921490613172101,1,49214.90613172101
518,1e-05,0.49209340452846984,1,49209.34045284698
599,2.02509738943e-05,0.9958334205654562,1,49174.59405968378
439,1e-05,0.49168219690193066,0,49168.21969019306
276,1e-05,0.4915618919216826,0,49156.189192168255
350,1e-05,0.4914075950934614,1,49140.759509346135
446,1e-05,0.49118361567094093,0,49118.36156709409
331,1e-05,0.49115921719547656,0,49115.92171954765
446,1e-05,0.4911111256654601,0,49111.112566546006
518,1e-05,0.4905246381274673,0,49052.463812746726
530,1.0421237744e-05,0.5107500246250891,1,49010.49541060054
518,1e-05,0.489812426796953,0,48981.2426796953
446,1e-05,0.4897492201592637,1,48974.922015926364
384,1e-05,0.4896141995305338,1,48961.41995305338
541,1e-05,0.4896069578172965,0,48960.69578172965
446,1e-05,0.48869418502687906,0,48869.4185026879
156,1e-05,0.4886647697294925,1,48866.47697294925
56,1e-05,0.4886472949449821,1,48864.729494498206
446,1e-05,0.4886345808243362,0,48863.458082433615
542,1e-05,0.4885808019490875,0,48858.08019490875
446,1e-05,0.48835686893277624,1,48835.68689327762
517,1e-05,0.48834957663256345,0,48834.95766325634
7,2.03930542511e-05,0.9958334205654562,1,48831.989965982706
384,1e-05,0.4882289485402813,0,48822.89485402813
475,1e-05,0.4881116427842665,0,48811.164278426644
232,1e-05,0.4879766029542123,1,48797.66029542123
446,1e-05,0.4878597719054417,1,48785.97719054417
446,1.00355102297e-05,0.4895277160492805,1,48779.554287187886
254,1e-05,0.487267929699435,0,48726.7929699435
282,1e-05,0.48721907203140796,0,48721.90720314079
374,1.17647056194e-05,0.573140416735659,0,48716.93651140326
181,1e-05,0.4870197212648391,0,48701.97212648391
351,1e-05,0.4869048958151095,0,48690.48958151094
559,1e-05,0.4864378588290067,1,48643.785882900665
56,1e-05,0.48586331885676226,0,48586.33188567622
93,1e-05,0.4857219100167153,0,48572.19100167153
16,1e-05,0.4857208963569915,0,48572.08963569914
7,1e-05,0.48494021773919793,1,48494.02177391979
277,1.05428034173e-05,0.5112077006183342,0,48488.78238396044
517,1e-05,0.4845047259815619,0,48450.472598156186
469,1e-05,0.48424212988734905,1,48424.2129887349
446,1e-05,0.4842235149790863,1,48422.351497908625
279,1e-05,0.48417891988207756,1,48417.89198820775
616,1e-05,0.48404151209551993,0,48404.15120955199
30,1e-05,0.4833576682645815,1,48335.766826458144
446,1e-05,0.48289199469085875,0,48289.19946908587
446,2.06293182014e-05,0.9958334205654562,1,48272.725780044166
541,1e-05,0.48250258615745456,0,48250.25861574545
117,1.11124072881e-05,0.53600520441944,1,48234.84151750221
398,1e-05,0.4821274456847402,0,48212.744568474016
10,1.21156417186e-05,0.5838420788603386,1,48189.1172106898
446,2.06678479767e-05,0.9958334205654562,1,48182.7339589547
518,1e-05,0.4815168888474573,0,48151.68888474572
542,1e-05,0.48091309566621565,0,48091.30956662156
621,1.38905107537e-05,0.6680126853883348,1,48091.29752197175
16,1.38905107537e-05,0.667851957561096,1,48079.72646961171
162,1e-05,0.48074861780619466,0,48074.86178061946
326,1e-05,0.4805548252618575,0,48055.48252618575
254,1e-05,0.48032769251656415,1,48032.76925165641
519,1e-05,0.48030065106436765,0,48030.06510643676
538,1e-05,0.48009830277129284,1,48009.83027712928
538,1e-05,0.48009830277129284,0,48009.83027712928
538,1e-05,0.48009830277129284,0,48009.83027712928
